Model and feature tuning leaderboard (scorer=RMSE):
+-------------+-----------+-----------------+--------------------+-----------------+-------------------------+----------------------------+---------------+---------+----------+---------------+-----------------+-----------+------------------+-------------+------------+--------------+---------------------+--------------------+-------------------+----------------------------+----------------+----------+---------------+-------------+----------------+-------------+-------------+--------------+--------------------+----------+-------------+-------------+------------------+---------------+----------+-------------+------------------+------------+------------------------+----------------------------+----------------+--------------+----------+-----------------+-------------+--------------+--------------+--------------+------------+----------+--------+
|   job order | booster   | boosting_type   |   colsample_bytree | debug_verbose   | early_stopping_rounds   | early_stopping_threshold   | eval_metric   |   gamma | gpu_id   | grow_policy   | learning_rate   |   max_bin |   max_delta_step |   max_depth | max_drop   |   max_leaves |   min_child_samples | min_child_weight   |   min_data_in_bin | monotonicity_constraints   | n_estimators   | n_gpus   | num_classes   | objective   | random_state   | rate_drop   |   reg_alpha |   reg_lambda |   scale_pos_weight | silent   | skip_drop   |   subsample | subsample_freq   | tree_method   |   scores |   scores_sd |   training_times |   rel_time |   optimal_n_estimators |   rel_optimal_n_estimators |   ngenes_start |   ngenes_max |   ngenes |   nfeatures_max |   nfeatures | job status   |   rel_scores |   complexity |    z-score | isbest   | good   |
|          50 | gbtree    | gbdt            |               0.65 | 0               | 20                      | 0                          | rmse          |   0     | 0        | lossguide     | 0.02            |       128 |                0 |           0 |            |            8 |                   1 | 1                  |                 1 | True                       | 600            | 1        | 1             | reg:linear  | 667368647      |             |         0   |          2   |                  1 | True     |             |         0.8 |                  | gpu_hist      |  824.984 |     67.7144 |         2.11788  |  0.142536  |                    600 |                   1        |             43 |       327075 |        5 |          327075 |           5 | PASSED       |     0.511568 |      40      |  30.3157   |          |        |
|          11 | gbtree    | gbdt            |               0.45 | 0               | 20                      | 0                          | rmse          |   0     | 0        | depthwise     | 0.02            |       256 |                0 |          10 |            |            0 |                   1 | 1                  |                 1 | True                       | 600            | 1        | 1             | reg:linear  | 667368647      |             |         0   |          0.5 |                  1 | True     |             |         0.8 |                  | gpu_hist      |  825.912 |     19.6428 |         4.15649  |  0.279738  |                    600 |                   1        |             44 |         1302 |       16 |            1302 |          16 | PASSED       |     0.510994 |    5059.64   |  30.3855   |          |        |
|          40 | lightgbm  | dart            |               0.3  | 0               | 20                      | 0                          | rmse          |   1     | 0        | lossguide     | 0.01            |        64 |                0 |           0 | 50         |         1024 |                   1 | 1                  |                 1 | True                       | 600            | 1        | 1             | reg:linear  | 667368647      | 0.1         |         0   |          0.5 |                  1 | True     | 0.6         |         0.6 | 20               | gpu_hist      |  846.871 |     16.6751 |         2.06795  |  0.139176  |                    580 |                   0.966667 |             43 |    100000000 |       23 |       100000000 |          23 | PASSED       |     0.498347 |   22766.9    |  31.9623   |          |        |
|          12 | gbtree    | gbdt            |               0.45 | 0               | 20                      | 0                          | rmse          |   0     | 0        | depthwise     | 0.02            |       256 |                0 |           6 |            |            0 |                   1 | 1                  |                 1 | True                       | 600            | 1        | 1             | reg:linear  | 667368647      |             |         0   |          0.5 |                  1 | True     |             |         0.8 |                  | gpu_hist      |  858.193 |     18.0064 |         2.93448  |  0.197495  |                    600 |                   1        |             45 |        20809 |       14 |           20809 |          13 | PASSED       |     0.491773 |    1234.54   |  32.8141   |          |        |
|           6 | gbtree    | gbdt            |               0.45 | 0               | 20                      | 0                          | rmse          |   0     | 0        | depthwise     | 0.02            |       256 |                0 |           6 |            |            0 |                   1 | 1                  |                 1 | True                       | 600            | 1        | 1             | reg:linear  | 667368647      |             |         0   |          0.5 |                  1 | True     |             |         0.8 |                  | gpu_hist      |  867.793 |     23.5233 |         2.86733  |  0.192975  |                    600 |                   1        |             44 |        20809 |       15 |           20809 |          14 | PASSED       |     0.486333 |    1322.72   |  33.5364   |          |        |
|           8 | gbtree    | gbdt            |               0.45 | 0               | 20                      | 0                          | rmse          |   0     | 0        | depthwise     | 0.02            |       256 |                0 |          10 |            |            0 |                   1 | 1                  |                 1 | True                       | 600            | 1        | 1             | reg:linear  | 667368647      |             |         0   |          0.5 |                  1 | True     |             |         0.8 |                  | gpu_hist      |  868.793 |     19.5859 |         3.93273  |  0.264678  |                    600 |                   1        |             44 |         1302 |       16 |            1302 |          16 | PASSED       |     0.485773 |    5059.64   |  33.6116   |          |        |
|          24 | lightgbm  | rf              |               0.6  | 0               | 20                      | 0                          | rmse          |   0     | 0        | depthwise     | 0.01            |        32 |                0 |          12 | 50         |            0 |                   1 | 1                  |                 1 | True                       | 600            | 1        | 1             | reg:linear  | 667368647      | 0.05        |         0   |          5   |                  1 | True     | 0.4         |         0.9 | 10               | gpu_hist      |  870.808 |     30.4028 |         2.33141  |  0.156907  |                    600 |                   1        |             43 |    100000000 |        9 |       100000000 |           9 | PASSED       |     0.484649 |    4489.48   |  33.7632   |          |        |
|          16 | gbtree    | gbdt            |               0.45 | 0               | 20                      | 0                          | rmse          |   0     | 0        | depthwise     | 0.02            |       256 |                0 |          10 |            |            0 |                   1 | 1                  |                 1 | True                       | 600            | 1        | 1             | reg:linear  | 667368647      |             |         0   |          0.5 |                  1 | True     |             |         0.8 |                  | gpu_hist      |  870.994 |     19.6013 |         3.88105  |  0.2612    |                    600 |                   1        |             45 |         1302 |       16 |            1302 |          13 | PASSED       |     0.484545 |    5059.64   |  33.7772   |          |        |
|          32 | lightgbm  | rf              |               0.8  | 0               | 20                      | 0                          | rmse          |   0     | 0        | lossguide     | 0.01            |       128 |                0 |           0 | 200        |           64 |                   1 | 1                  |                 1 | True                       | 600            | 1        | 1             | reg:linear  | 667368647      | 0.05        |         0   |          5   |                  1 | True     | 0.6         |         0.9 | 5                | gpu_hist      |  874.551 |     27.4785 |         2.32292  |  0.156336  |                    600 |                   1        |             43 |    100000000 |        3 |       100000000 |           3 | PASSED       |     0.482574 |     192      |  34.0448   |          |        |
|           4 | gbtree    | gbdt            |               0.45 | 0               | 20                      | 0                          | rmse          |   0     | 0        | depthwise     | 0.02            |       256 |                0 |           6 |            |            0 |                   1 | 1                  |                 1 | True                       | 600            | 1        | 1             | reg:linear  | 667368647      |             |         0   |          0.5 |                  1 | True     |             |         0.8 |                  | gpu_hist      |  886.06  |     17.2917 |         2.92244  |  0.196684  |                    600 |                   1        |             44 |        20809 |       16 |           20809 |          16 | PASSED       |     0.476306 |    1410.91   |  34.9107   |          |        |
|          77 | gbtree    | gbdt            |               0.2  | 0               | 20                      | 0                          | rmse          |   0.1   | 0        | lossguide     | 0.02            |        64 |                0 |           0 |            |         1024 |                   1 | 1                  |                 1 | True                       | 600            | 1        | 1             | reg:linear  | 667368647      |             |         0   |          0.1 |                  1 | True     |             |         0.7 |                  | gpu_hist      |  892.594 |     21.2635 |         4.97813  |  0.335035  |                    600 |                   1        |             43 |         5206 |       26 |            5206 |          29 | PASSED       |     0.47282  |   26624      |  35.4023   |          |        |
|          28 | lightgbm  | rf              |               0.3  | 0               | 20                      | 0                          | rmse          |   0.001 | 0        | lossguide     | 0.01            |       128 |                0 |           0 | 100        |          512 |                   1 | 1                  |                 1 | True                       | 600            | 1        | 1             | reg:linear  | 667368647      | 0.1         |         0   |          2   |                  1 | True     | 0.6         |         0.6 | 5                | gpu_hist      |  923.113 |     27.0928 |         2.4568   |  0.165346  |                    595 |                   0.991667 |             43 |    100000000 |       22 |       100000000 |          22 | PASSED       |     0.457187 |   11170.1    |  37.6984   |          |        |
|           1 | gbtree    | gbdt            |               0.45 | 0               | 20                      | 0                          | rmse          |   0     | 0        | depthwise     | 0.02            |       256 |                0 |          10 |            |            0 |                   1 | 1                  |                 1 | True                       | 600            | 1        | 1             | reg:linear  | 667368647      |             |         0   |          0.5 |                  1 | True     |             |         0.8 |                  | gpu_hist      |  923.404 |     22.5726 |        14.8585   |  1         |                    600 |                   1        |             43 |         1302 |       16 |            1302 |          17 | PASSED       |     0.457043 |    5059.64   |  37.7203   |          |        |
|           9 | gbtree    | gbdt            |               0.45 | 0               | 20                      | 0                          | rmse          |   0     | 0        | depthwise     | 0.02            |       256 |                0 |          10 |            |            0 |                   1 | 1                  |                 1 | True                       | 600            | 1        | 1             | reg:linear  | 667368647      |             |         0   |          0.5 |                  1 | True     |             |         0.8 |                  | gpu_hist      |  944.379 |     23.1485 |         4.09149  |  0.275363  |                    600 |                   1        |             44 |         1302 |       15 |            1302 |          16 | PASSED       |     0.446892 |    4743.42   |  39.2983   |          |        |
|          27 | lightgbm  | dart            |               0.45 | 0               | 20                      | 0                          | rmse          |   0     | 0        | lossguide     | 0.05            |       128 |                0 |           0 | 100        |            8 |                   5 | 1                  |                10 | True                       | 600            | 1        | 1             | reg:linear  | 667368647      | 0.1         |         0   |          0.5 |                  1 | True     | 0.5         |         0.7 | 1                | gpu_hist      |  994.301 |     27.5664 |         0.571788 |  0.0384821 |                    116 |                   0.193333 |             43 |    100000000 |       16 |       100000000 |          15 | PASSED       |     0.424455 |      24.7467 |  43.0541   |          |        |
|          63 | gbtree    | gbdt            |               0.45 | 0               | 20                      | 0                          | rmse          |   0     | 0        | depthwise     | 0.02            |        64 |                0 |           7 |            |            0 |                   1 | 1                  |                 1 | True                       | 600            | 1        | 1             | reg:linear  | 667368647      |             |         0   |          2   |                  1 | True     |             |         0.8 |                  | gpu_hist      | 1002.34  |     27.0781 |         2.81321  |  0.189333  |                    598 |                   0.996667 |             43 |        41568 |       14 |           41568 |          14 | PASSED       |     0.421052 |    1808.94   |  43.6588   |          |        |
|          69 | gbtree    | gbdt            |               0.6  | 0               | 20                      | 0                          | rmse          |   0     | 0        | depthwise     | 0.01            |       128 |                0 |           8 |            |            0 |                   1 | 1                  |                 1 | True                       | 600            | 1        | 1             | reg:linear  | 667368647      |             |         0   |          2   |                  1 | True     |             |         0.5 |                  | gpu_hist      | 1005.62  |     19.6318 |         2.43247  |  0.163709  |                    600 |                   1        |             43 |        10410 |       11 |           10410 |          11 | PASSED       |     0.419675 |    1991.21   |  43.9061   |          |        |
|          29 | lightgbm  | gbdt            |               0.8  | 0               | 20                      | 0                          | rmse          |   0     | 0        | lossguide     | 0.02            |       128 |                0 |           0 | 100        |          512 |                   1 | 1                  |                 1 | True                       | 600            | 1        | 1             | reg:linear  | 667368647      | 0.2         |         0   |          5   |                  1 | True     | 0.5         |         0.5 | 5                | gpu_hist      | 1043.06  |     34.0664 |         2.99497  |  0.201565  |                    585 |                   0.975    |             43 |    100000000 |        4 |       100000000 |           4 | PASSED       |     0.404614 |    1996.8    |  46.7224   |          |        |
|          46 | lightgbm  | dart            |               0.65 | 0               | 20                      | 0                          | rmse          |   0     | 0        | depthwise     | 0.05            |       256 |                0 |           5 | 100        |            0 |                   1 | 1                  |                 3 | True                       | 600            | 1        | 1             | reg:linear  | 667368647      | 0.1         |         0   |          5   |                  1 | True     | 0.5         |         1   | 20               | gpu_hist      | 1045.02  |     32.3083 |         0.895943 |  0.0602982 |                    206 |                   0.343333 |             43 |    100000000 |        6 |       100000000 |           6 | PASSED       |     0.403854 |     115.158  |  46.87     |          |        |
|          45 | lightgbm  | dart            |               0.4  | 0               | 20                      | 0                          | rmse          |   0     | 0        | depthwise     | 0.05            |       256 |                0 |           7 | 200        |            0 |                   1 | 1                  |                 1 | True                       | 600            | 1        | 1             | reg:linear  | 667368647      | 0.1         |         0   |          0.1 |                  1 | True     | 0.4         |         0.8 | 5                | gpu_hist      | 1047.9   |     52.2477 |         1.62763  |  0.109542  |                    215 |                   0.358333 |             43 |    100000000 |       14 |       100000000 |          13 | PASSED       |     0.402743 |     650.37   |  47.0869   |          |        |
|          41 | lightgbm  | dart            |               0.55 | 0               | 20                      | 0                          | rmse          |   0.1   | 0        | lossguide     | 0.01            |        64 |                0 |           0 | 100        |         1024 |                   1 | 1                  |                 1 | True                       | 600            | 1        | 1             | reg:linear  | 667368647      | 0.05        |         0   |          0   |                  1 | True     | 0.4         |         0.6 | 20               | gpu_hist      | 1089.39  |     54.4138 |         4.22406  |  0.284285  |                    595 |                   0.991667 |             43 |    100000000 |       11 |       100000000 |          11 | PASSED       |     0.387405 |   11170.1    |  50.2084   |          |        |
|          26 | lightgbm  | gbdt            |               0.4  | 0               | 20                      | 0                          | rmse          |   0     | 0        | lossguide     | 0.05            |        64 |                0 |           0 | 50         |         1024 |                   1 | 1                  |                 1 | True                       | 600            | 1        | 1             | reg:linear  | 667368647      | 0.2         |         0   |          5   |                  1 | True     | 0.4         |         0.5 | 10               | gpu_hist      | 1095.65  |     28.1871 |         1.37651  |  0.0926407 |                    290 |                   0.483333 |             43 |    100000000 |       12 |       100000000 |          12 | PASSED       |     0.385192 |    5939.2    |  50.6792   |          |        |
|          64 | gbtree    | gbdt            |               0.45 | 0               | 20                      | 0                          | rmse          |   0     | 0        | lossguide     | 0.02            |       256 |                0 |           0 |            |           32 |                   1 | 1                  |                 1 | True                       | 600            | 1        | 1             | reg:linear  | 667368647      |             |         0   |          0.5 |                  1 | True     |             |         0.8 |                  | gpu_hist      | 1098.72  |     78.3438 |         4.66184  |  0.313748  |                    600 |                   1        |             43 |        41568 |       12 |           41568 |          12 | PASSED       |     0.384117 |     384      |  50.9098   |          |        |
|          39 | lightgbm  | gbdt            |               0.6  | 0               | 20                      | 0                          | rmse          |   0     | 0        | lossguide     | 0.05            |       128 |                0 |           0 | 100        |          256 |                   1 | 1                  |                 1 | True                       | 600            | 1        | 1             | reg:linear  | 667368647      | 0.2         |         5   |          0   |                  1 | True     | 0.4         |         0.4 | 1                | gpu_hist      | 1122.21  |     27.9554 |         1.82408  |  0.122763  |                    100 |                   0.166667 |             43 |    100000000 |       22 |       100000000 |          21 | PASSED       |     0.376076 |     938.667  |  52.6773   |          |        |
|          55 | gbtree    | gbdt            |               0.7  | 0               | 20                      | 0                          | rmse          |   0     | 0        | depthwise     | 0.02            |       128 |                0 |           4 |            |            0 |                   1 | 1                  |                 1 | True                       | 600            | 1        | 1             | reg:linear  | 667368647      |             |         0   |          5   |                  1 | True     |             |         0.5 |                  | gpu_hist      | 1158.6   |     29.4116 |         1.82303  |  0.122692  |                    598 |                   0.996667 |             43 |       165089 |        9 |          165089 |           9 | PASSED       |     0.364265 |     287.04   |  55.4149   |          |        |
|          21 | lightgbm  | rf              |               0.65 | 0               | 20                      | 0                          | rmse          |  10     | 0        | lossguide     | 0.05            |        32 |                0 |           0 | 100        |         4096 |                   1 | 1                  |                 1 | True                       | 600            | 1        | 1             | reg:linear  | 667368647      | 0.2         |         0   |          0.1 |                  1 | True     | 0.4         |         0.4 | 1                | gpu_hist      | 1160.03  |     27.4386 |         1.712    |  0.11522   |                     99 |                   0.165    |             43 |    100000000 |       12 |       100000000 |          12 | PASSED       |     0.363814 |    8110.08   |  55.5229   |          |        |
|          67 | gbtree    | gbdt            |               0.2  | 0               | 20                      | 0                          | rmse          |   0     | 0        | depthwise     | 0.05            |       128 |                0 |           7 |            |            0 |                   1 | 1                  |                 1 | True                       | 600            | 1        | 1             | reg:linear  | 667368647      |             |         0   |          5   |                  1 | True     |             |         0.7 |                  | gpu_hist      | 1172.18  |     25.2757 |         3.33253  |  0.224284  |                    597 |                   0.995    |             43 |        20809 |       25 |           20809 |          25 | PASSED       |     0.360044 |    3224.84   |  56.4367   |          |        |
|          34 | lightgbm  | gbdt            |               0.8  | 0               | 20                      | 0                          | rmse          |   0.1   | 0        | lossguide     | 0.05            |        64 |                0 |           0 | 50         |          128 |                   1 | 1                  |                 1 | True                       | 600            | 1        | 1             | reg:linear  | 667368647      | 0.05        |         0   |          0.1 |                  1 | True     | 0.5         |         0.5 | 1                | gpu_hist      | 1182.99  |     24.3381 |         3.04259  |  0.20477   |                    230 |                   0.383333 |             43 |    100000000 |        8 |       100000000 |           8 | PASSED       |     0.356752 |     392.533  |  57.2504   |          |        |
|          22 | lightgbm  | gbdt            |               0.6  | 0               | 20                      | 0                          | rmse          |   0     | 0        | lossguide     | 0.05            |       128 |                0 |           0 | 100        |           64 |                   1 | 1                  |                 1 | True                       | 600            | 1        | 1             | reg:linear  | 667368647      | 0.05        |         0   |          0.5 |                  1 | True     | 0.5         |         0.7 | 20               | gpu_hist      | 1185.75  |     32.8045 |         1.52098  |  0.102364  |                    160 |                   0.266667 |             43 |    100000000 |        8 |       100000000 |           8 | PASSED       |     0.355924 |     136.533  |  57.4575   |          |        |
|          44 | lightgbm  | gbdt            |               0.3  | 0               | 20                      | 0                          | rmse          |   0     | 0        | lossguide     | 0.01            |       256 |                0 |           0 | 100        |           16 |                   5 | 1                  |                 1 | True                       | 600            | 1        | 1             | reg:linear  | 667368647      | 0.05        |         0   |          0.5 |                  1 | True     | 0.4         |         0.5 | 1                | gpu_hist      | 1217.88  |     23.7836 |         3.72735  |  0.250856  |                    597 |                   0.995    |             43 |    100000000 |       26 |       100000000 |          26 | PASSED       |     0.346534 |     413.92   |  59.875    |          |        |
|          78 | gbtree    | gbdt            |               0.45 | 0               | 20                      | 0                          | rmse          |   1     | 0        | lossguide     | 0.01            |        64 |                0 |           0 |            |         1024 |                   1 | 1                  |                 1 | True                       | 600            | 1        | 1             | reg:linear  | 667368647      |             |         0   |          5   |                  1 | True     |             |         0.9 |                  | gpu_hist      | 1231.41  |     33.8097 |         2.32779  |  0.156663  |                    600 |                   1        |             43 |         5206 |       16 |            5206 |          16 | PASSED       |     0.342726 |   16384      |  60.893    |          |        |
|          37 | lightgbm  | rf              |               0.9  | 0               | 20                      | 0                          | rmse          |   0     | 0        | lossguide     | 0.01            |       128 |                0 |           0 | 50         |          512 |                   1 | 1                  |                 1 | True                       | 600            | 1        | 1             | reg:linear  | 667368647      | 0.2         |         0   |          5   |                  1 | True     | 0.5         |         0.6 | 10               | gpu_hist      | 1268.23  |     33.9354 |         2.21007  |  0.148741  |                    600 |                   1        |             43 |    100000000 |        2 |       100000000 |           2 | PASSED       |     0.332775 |    1024      |  63.6631   |          |        |
|          38 | lightgbm  | rf              |               0.4  | 0               | 20                      | 0                          | rmse          |   0.01  | 0        | lossguide     | 0.02            |        64 |                0 |           0 | 200        |          128 |                   1 | 1                  |                 1 | True                       | 600            | 1        | 1             | reg:linear  | 667368647      | 0.05        |         0   |          5   |                  1 | True     | 0.4         |         0.8 | 20               | gpu_hist      | 1326.25  |     63.9655 |         1.95611  |  0.131649  |                    460 |                   0.766667 |             43 |    100000000 |       12 |       100000000 |          12 | PASSED       |     0.318217 |    1177.6    |  68.0283   |          |        |
|          35 | lightgbm  | dart            |               0.3  | 0               | 20                      | 0                          | rmse          |   0     | 0        | depthwise     | 0.01            |        64 |                0 |           8 | 200        |            0 |                   1 | 1                  |                 1 | True                       | 600            | 1        | 1             | reg:linear  | 667368647      | 0.1         |         0   |          2   |                  1 | True     | 0.6         |         0.8 | 1                | gpu_hist      | 1333.39  |     83.7763 |         1.81544  |  0.122182  |                    600 |                   1        |             43 |    100000000 |       21 |       100000000 |          21 | PASSED       |     0.316514 |    3801.41   |  68.5654   |          |        |
|          59 | gbtree    | gbdt            |               0.4  | 0               | 20                      | 0                          | rmse          |   0     | 0        | lossguide     | 0.02            |       128 |                0 |           0 |            |           32 |                   1 | 1                  |                 1 | True                       | 600            | 1        | 1             | reg:linear  | 667368647      |             |         0   |          0.5 |                  1 | True     |             |         0.5 |                  | gpu_hist      | 1426.8   |     84.4885 |         3.19096  |  0.214756  |                    600 |                   1        |             43 |        82938 |       17 |           82938 |          16 | PASSED       |     0.295791 |     544      |  75.5933   |          |        |
|          75 | gbtree    | gbdt            |               0.2  | 0               | 20                      | 0                          | rmse          |   0     | 0        | depthwise     | 0.02            |       128 |                0 |           9 |            |            0 |                   1 | 1                  |                 1 | True                       | 600            | 1        | 1             | reg:linear  | 667368647      |             |         0   |          1   |                  1 | True     |             |         0.9 |                  | gpu_hist      | 1466.87  |     93.9876 |         3.64182  |  0.245099  |                    600 |                   1        |             43 |         5206 |       23 |            5206 |          25 | PASSED       |     0.287711 |    5589      |  78.6081   |          |        |
|          66 | gbtree    | gbdt            |               0.3  | 0               | 20                      | 0                          | rmse          |   0     | 0        | depthwise     | 0.02            |       256 |                0 |           6 |            |            0 |                   1 | 1                  |                 1 | True                       | 600            | 1        | 1             | reg:linear  | 667368647      |             |         0   |          2   |                  1 | True     |             |         0.6 |                  | gpu_hist      | 1616.07  |    126.989  |         1.82161  |  0.122597  |                    380 |                   0.633333 |             43 |        20809 |       19 |           20809 |          19 | PASSED       |     0.26115  |    1061.12   |  89.8325   |          |        |
|          18 | lightgbm  | rf              |               0.35 | 0               | 20                      | 0                          | rmse          |   0.001 | 0        | depthwise     | 0.02            |        64 |                0 |          10 | 50         |            0 |                   1 | 1                  |                 1 | True                       | 600            | 1        | 1             | reg:linear  | 667368647      | 0.05        |         0   |          2   |                  1 | True     | 0.6         |         0.7 | 5                | gpu_hist      | 1648.39  |    109.939  |         7.31778  |  0.492497  |                    478 |                   0.796667 |             43 |    100000000 |       14 |       100000000 |          14 | PASSED       |     0.256028 |    3526.99   |  92.2646   |          |        |
|          65 | gbtree    | gbdt            |               0.2  | 0               | 20                      | 0                          | rmse          |   0.01  | 0        | lossguide     | 0.01            |       256 |                0 |           0 |            |           64 |                   1 | 1                  |                 1 | True                       | 600            | 1        | 1             | reg:linear  | 667368647      |             |         0   |          2   |                  1 | True     |             |         0.4 |                  | gpu_hist      | 1776.54  |     40.5973 |         2.28638  |  0.153876  |                    600 |                   1        |             43 |        20809 |       26 |           20809 |          28 | PASSED       |     0.23756  |    1664      | 101.906    |          |        |
|          19 | lightgbm  | rf              |               0.8  | 0               | 20                      | 0                          | rmse          |   0.001 | 0        | depthwise     | 0.01            |       256 |                0 |           4 | 200        |            0 |                   5 | 1                  |                 5 | True                       | 600            | 1        | 1             | reg:linear  | 667368647      | 0.2         |         0   |          5   |                  1 | True     | 0.5         |         0.5 | 1                | gpu_hist      | 1782.27  |     41.7515 |         9.59166  |  0.645531  |                    600 |                   1        |             43 |    100000000 |       11 |       100000000 |          11 | PASSED       |     0.236797 |     352      | 102.337    |          |        |
|          20 | lightgbm  | rf              |               0.35 | 0               | 20                      | 0                          | rmse          |   1     | 0        | lossguide     | 0.02            |        32 |                0 |           0 | 50         |         4096 |                   1 | 1                  |                 1 | True                       | 600            | 1        | 1             | reg:linear  | 667368647      | 0.1         |         0   |          0.5 |                  1 | True     | 0.6         |         0.4 | 5                | gpu_hist      | 1919.35  |     87.2729 |         1.87139  |  0.125947  |                    312 |                   0.52     |             43 |    100000000 |       25 |       100000000 |          27 | PASSED       |     0.219885 |   53248      | 112.65     |          |        |
+-------------+-----------+-----------------+--------------------+-----------------+-------------------------+----------------------------+---------------+---------+----------+---------------+-----------------+-----------+------------------+-------------+------------+--------------+---------------------+--------------------+-------------------+----------------------------+----------------+----------+---------------+-------------+----------------+-------------+-------------+--------------+--------------------+----------+-------------+-------------+------------------+---------------+----------+-------------+------------------+------------+------------------------+----------------------------+----------------+--------------+----------+-----------------+-------------+--------------+--------------+--------------+------------+----------+--------+
